Heavy particle collisions / Elastic Scattering / H, H --> H
IAEA-APID-8 (1998)
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H (E= .100 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H (E= 1.00 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H (E= 1.25 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H (E= 1.58 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H (E= 1.99 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H (E= 2.51 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H (E= 3.16 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H (E= 3.98 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H (E= 5.01 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H (E= 6.30 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H (E= 7.94 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H (E= .125 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H (E= 10.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H (E= 12.5 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H (E= 15.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H (E= 19.9 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H (E= 25.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H (E= 31.6 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H (E= 39.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H (E= 50.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H (E= 63.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H (E= 79.4 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H (E= .158 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H (E= 100. eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
25	EL	H, H (E= .199 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
26	EL	H, H (E= .251 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
27	EL	H, H (E= .316 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
28	EL	H, H (E= .398 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
29	EL	H, H (E= .501 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
30	EL	H, H (E= .631 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
31	EL	H, H (E= .794 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H (E= .100 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
2.4134E+00	3.9319E-16	2.4134E+00	1.4041E+01
2.4188E+00	3.8644E-16	2.4188E+00	1.3800E+01
2.4242E+00	3.8256E-16	2.4242E+00	1.3661E+01
2.4296E+00	3.8311E-16	2.4296E+00	1.3681E+01
2.4350E+00	3.9018E-16	2.4350E+00	1.3934E+01
2.4403E+00	4.0575E-16	2.4403E+00	1.4490E+01
2.4457E+00	4.3082E-16	2.4457E+00	1.5385E+01
2.4510E+00	4.6486E-16	2.4510E+00	1.6600E+01
2.4563E+00	5.0560E-16	2.4563E+00	1.8055E+01
2.4616E+00	5.4942E-16	2.4616E+00	1.9620E+01
2.4669E+00	5.9201E-16	2.4669E+00	2.1141E+01
2.4721E+00	6.2911E-16	2.4721E+00	2.2466E+01
2.4774E+00	6.5723E-16	2.4774E+00	2.3470E+01
2.4826E+00	6.7418E-16	2.4826E+00	2.4075E+01
2.4878E+00	6.7967E-16	2.4878E+00	2.4271E+01
2.4931E+00	6.7555E-16	2.4931E+00	2.4124E+01
2.4982E+00	6.6577E-16	2.4982E+00	2.3775E+01
2.5034E+00	6.5562E-16	2.5034E+00	2.3413E+01
2.5086E+00	6.5061E-16	2.5086E+00	2.3234E+01
2.5137E+00	6.5505E-16	2.5137E+00	2.3392E+01
2.5188E+00	6.7109E-16	2.5188E+00	2.3965E+01
2.5240E+00	6.9819E-16	2.5240E+00	2.4933E+01
2.5290E+00	7.3335E-16	2.5290E+00	2.6188E+01
2.5341E+00	7.7172E-16	2.5341E+00	2.7559E+01
2.5392E+00	8.0750E-16	2.5392E+00	2.8837E+01
2.5442E+00	8.3494E-16	2.5442E+00	2.9816E+01
2.5493E+00	8.4925E-16	2.5493E+00	3.0327E+01
2.5543E+00	8.4767E-16	2.5543E+00	3.0271E+01
2.5593E+00	8.3003E-16	2.5593E+00	2.9641E+01
2.5643E+00	7.9903E-16	2.5643E+00	2.8534E+01
2.5692E+00	7.5978E-16	2.5692E+00	2.7132E+01
2.5742E+00	7.1881E-16	2.5742E+00	2.5669E+01
2.5791E+00	6.8278E-16	2.5791E+00	2.4383E+01
2.5840E+00	6.5719E-16	2.5840E+00	2.3469E+01
2.5889E+00	6.4547E-16	2.5889E+00	2.3050E+01
2.5938E+00	6.4853E-16	2.5938E+00	2.3160E+01
2.5987E+00	6.6482E-16	2.5987E+00	2.3741E+01
2.6035E+00	6.9065E-16	2.6035E+00	2.4664E+01
2.6083E+00	7.2099E-16	2.6083E+00	2.5747E+01
2.6132E+00	7.5036E-16	2.6132E+00	2.6796E+01
2.6180E+00	7.7387E-16	2.6180E+00	2.7635E+01
2.6227E+00	7.8825E-16	2.6227E+00	2.8149E+01
2.6275E+00	7.9251E-16	2.6275E+00	2.8301E+01
2.6322E+00	7.8815E-16	2.6322E+00	2.8145E+01
2.6370E+00	7.7876E-16	2.6370E+00	2.7810E+01
2.6417E+00	7.6914E-16	2.6417E+00	2.7466E+01
2.6464E+00	7.6418E-16	2.6464E+00	2.7290E+01
2.6510E+00	7.6776E-16	2.6510E+00	2.7417E+01
2.6557E+00	7.8186E-16	2.6557E+00	2.7921E+01
2.6603E+00	8.0613E-16	2.6603E+00	2.8788E+01
2.6649E+00	8.3793E-16	2.6649E+00	2.9923E+01
2.6695E+00	8.7260E-16	2.6695E+00	3.1161E+01
2.6741E+00	9.0424E-16	2.6741E+00	3.2291E+01
2.6787E+00	9.2658E-16	2.6787E+00	3.3089E+01
2.6832E+00	9.3403E-16	2.6832E+00	3.3355E+01
2.6877E+00	9.2281E-16	2.6877E+00	3.2954E+01
2.6923E+00	8.9183E-16	2.6923E+00	3.1848E+01
2.6967E+00	8.4322E-16	2.6967E+00	3.0112E+01
2.7012E+00	7.8232E-16	2.7012E+00	2.7937E+01
2.7056E+00	7.1706E-16	2.7056E+00	2.5607E+01
2.7101E+00	6.5675E-16	2.7101E+00	2.3453E+01
2.7145E+00	6.1073E-16	2.7145E+00	2.1810E+01
2.7189E+00	5.8688E-16	2.7189E+00	2.0958E+01
2.7233E+00	5.9052E-16	2.7233E+00	2.1088E+01
2.7276E+00	6.2368E-16	2.7276E+00	2.2272E+01
2.7319E+00	6.8492E-16	2.7319E+00	2.4459E+01
2.7363E+00	7.6950E-16	2.7363E+00	2.7479E+01
2.7406E+00	8.6995E-16	2.7406E+00	3.1066E+01
2.7448E+00	9.7691E-16	2.7448E+00	3.4886E+01
2.7491E+00	1.0802E-15	2.7491E+00	3.8576E+01
2.7533E+00	1.1703E-15	2.7533E+00	4.1792E+01
2.7575E+00	1.2392E-15	2.7575E+00	4.4251E+01
2.7617E+00	1.2819E-15	2.7617E+00	4.5777E+01
2.7659E+00	1.2970E-15	2.7659E+00	4.6318E+01
2.7701E+00	1.2869E-15	2.7701E+00	4.5958E+01
2.7742E+00	1.2571E-15	2.7742E+00	4.4890E+01
2.7783E+00	1.2150E-15	2.7783E+00	4.3389E+01
2.7824E+00	1.1695E-15	2.7824E+00	4.1762E+01
2.7865E+00	1.1287E-15	2.7865E+00	4.0307E+01
2.7906E+00	1.0999E-15	2.7906E+00	3.9277E+01
2.7946E+00	1.0880E-15	2.7946E+00	3.8854E+01
2.7986E+00	1.0958E-15	2.7986E+00	3.9133E+01
2.8026E+00	1.1233E-15	2.8026E+00	4.0115E+01
2.8066E+00	1.1680E-15	2.8066E+00	4.1710E+01
2.8105E+00	1.2250E-15	2.8105E+00	4.3745E+01
2.8145E+00	1.2878E-15	2.8145E+00	4.5988E+01
2.8184E+00	1.3490E-15	2.8184E+00	4.8174E+01
2.8223E+00	1.4015E-15	2.8223E+00	5.0048E+01
2.8261E+00	1.4392E-15	2.8261E+00	5.1394E+01
2.8300E+00	1.4582E-15	2.8300E+00	5.2073E+01
2.8338E+00	1.4571E-15	2.8338E+00	5.2033E+01
2.8376E+00	1.4369E-15	2.8376E+00	5.1312E+01
2.8414E+00	1.4008E-15	2.8414E+00	5.0023E+01
2.8452E+00	1.3535E-15	2.8452E+00	4.8334E+01
2.8489E+00	1.3004E-15	2.8489E+00	4.6439E+01
2.8526E+00	1.2471E-15	2.8526E+00	4.4536E+01
2.8563E+00	1.1988E-15	2.8563E+00	4.2809E+01
2.8600E+00	1.1596E-15	2.8600E+00	4.1409E+01
2.8637E+00	1.1326E-15	2.8637E+00	4.0444E+01
2.8673E+00	1.1193E-15	2.8673E+00	3.9971E+01
2.8709E+00	1.1197E-15	2.8709E+00	3.9985E+01
2.8745E+00	1.1319E-15	2.8745E+00	4.0420E+01
2.8781E+00	1.1527E-15	2.8781E+00	4.1163E+01
2.8816E+00	1.1778E-15	2.8816E+00	4.2061E+01
2.8852E+00	1.2027E-15	2.8852E+00	4.2950E+01
2.8887E+00	1.2232E-15	2.8887E+00	4.3680E+01
2.8922E+00	1.2360E-15	2.8922E+00	4.4140E+01
2.8956E+00	1.2397E-15	2.8956E+00	4.4272E+01
2.8991E+00	1.2344E-15	2.8991E+00	4.4081E+01
2.9025E+00	1.2218E-15	2.9025E+00	4.3631E+01
2.9059E+00	1.2050E-15	2.9059E+00	4.3032E+01
2.9092E+00	1.1882E-15	2.9092E+00	4.2431E+01
2.9126E+00	1.1759E-15	2.9126E+00	4.1992E+01
2.9159E+00	1.1728E-15	2.9159E+00	4.1880E+01
2.9192E+00	1.1832E-15	2.9192E+00	4.2251E+01
2.9225E+00	1.2108E-15	2.9225E+00	4.3239E+01
2.9258E+00	1.2586E-15	2.9258E+00	4.4946E+01
2.9290E+00	1.3280E-15	2.9290E+00	4.7425E+01
2.9322E+00	1.4192E-15	2.9322E+00	5.0682E+01
2.9354E+00	1.5307E-15	2.9354E+00	5.4661E+01
2.9386E+00	1.6590E-15	2.9386E+00	5.9245E+01
2.9417E+00	1.7997E-15	2.9417E+00	6.4268E+01
2.9448E+00	1.9468E-15	2.9448E+00	6.9520E+01
2.9479E+00	2.0937E-15	2.9479E+00	7.4768E+01
2.9510E+00	2.2340E-15	2.9510E+00	7.9778E+01
2.9541E+00	2.3615E-15	2.9541E+00	8.4331E+01
2.9571E+00	2.4709E-15	2.9571E+00	8.8239E+01
2.9601E+00	2.5583E-15	2.9601E+00	9.1358E+01
2.9631E+00	2.6208E-15	2.9631E+00	9.3590E+01
2.9661E+00	2.6571E-15	2.9661E+00	9.4887E+01
2.9690E+00	2.6671E-15	2.9690E+00	9.5244E+01
2.9719E+00	2.6518E-15	2.9719E+00	9.4699E+01
2.9748E+00	2.6134E-15	2.9748E+00	9.3327E+01
2.9777E+00	2.5550E-15	2.9777E+00	9.1239E+01
2.9805E+00	2.4803E-15	2.9805E+00	8.8574E+01
2.9833E+00	2.3942E-15	2.9833E+00	8.5499E+01
2.9861E+00	2.3019E-15	2.9861E+00	8.2203E+01
2.9889E+00	2.2091E-15	2.9889E+00	7.8889E+01
2.9917E+00	2.1216E-15	2.9917E+00	7.5764E+01
2.9944E+00	2.0451E-15	2.9944E+00	7.3031E+01
2.9971E+00	1.9847E-15	2.9971E+00	7.0875E+01
2.9998E+00	1.9450E-15	2.9998E+00	6.9457E+01
3.0024E+00	1.9296E-15	3.0024E+00	6.8908E+01
3.0051E+00	1.9411E-15	3.0051E+00	6.9317E+01
3.0077E+00	1.9809E-15	3.0077E+00	7.0738E+01
3.0102E+00	2.0494E-15	3.0102E+00	7.3184E+01
3.0128E+00	2.1459E-15	3.0128E+00	7.6631E+01
3.0153E+00	2.2687E-15	3.0153E+00	8.1015E+01
3.0178E+00	2.4150E-15	3.0178E+00	8.6241E+01
3.0203E+00	2.5812E-15	3.0203E+00	9.2176E+01
3.0228E+00	2.7627E-15	3.0228E+00	9.8657E+01
3.0252E+00	2.9539E-15	3.0252E+00	1.0549E+02
3.0276E+00	3.1487E-15	3.0276E+00	1.1244E+02
3.0300E+00	3.3400E-15	3.0300E+00	1.1928E+02
3.0324E+00	3.5206E-15	3.0324E+00	1.2572E+02
3.0347E+00	3.6828E-15	3.0347E+00	1.3151E+02
3.0370E+00	3.8195E-15	3.0370E+00	1.3640E+02
3.0393E+00	3.9240E-15	3.0393E+00	1.4013E+02
3.0416E+00	3.9907E-15	3.0416E+00	1.4251E+02
3.0438E+00	4.0156E-15	3.0438E+00	1.4340E+02
3.0461E+00	3.9964E-15	3.0461E+00	1.4271E+02
3.0483E+00	3.9328E-15	3.0483E+00	1.4044E+02
3.0504E+00	3.8271E-15	3.0504E+00	1.3667E+02
3.0526E+00	3.6836E-15	3.0526E+00	1.3154E+02
3.0547E+00	3.5090E-15	3.0547E+00	1.2531E+02
3.0568E+00	3.3121E-15	3.0568E+00	1.1828E+02
3.0589E+00	3.1038E-15	3.0589E+00	1.1084E+02
3.0609E+00	2.8962E-15	3.0609E+00	1.0343E+02
3.0629E+00	2.7030E-15	3.0629E+00	9.6525E+01
3.0649E+00	2.5383E-15	3.0649E+00	9.0643E+01
3.0669E+00	2.4166E-15	3.0669E+00	8.6300E+01
3.0688E+00	2.3525E-15	3.0688E+00	8.4009E+01
3.0707E+00	2.3595E-15	3.0707E+00	8.4260E+01
3.0726E+00	2.4504E-15	3.0726E+00	8.7505E+01
3.0745E+00	2.6362E-15	3.0745E+00	9.4139E+01
3.0764E+00	2.9260E-15	3.0764E+00	1.0449E+02
3.0782E+00	3.3270E-15	3.0782E+00	1.1881E+02
3.0800E+00	3.8435E-15	3.0800E+00	1.3725E+02
3.0817E+00	4.4772E-15	3.0817E+00	1.5988E+02
3.0835E+00	5.2272E-15	3.0835E+00	1.8667E+02
3.0852E+00	6.0896E-15	3.0852E+00	2.1747E+02
3.0869E+00	7.0578E-15	3.0869E+00	2.5204E+02
3.0886E+00	8.1227E-15	3.0886E+00	2.9007E+02
3.0902E+00	9.2728E-15	3.0902E+00	3.3114E+02
3.0918E+00	1.0495E-14	3.0918E+00	3.7477E+02
3.0934E+00	1.1773E-14	3.0934E+00	4.2041E+02
3.0950E+00	1.3091E-14	3.0950E+00	4.6749E+02
3.0965E+00	1.4432E-14	3.0965E+00	5.1537E+02
3.0980E+00	1.5778E-14	3.0980E+00	5.6343E+02
3.0995E+00	1.7111E-14	3.0995E+00	6.1104E+02
3.1010E+00	1.8414E-14	3.1010E+00	6.5757E+02
3.1024E+00	1.9670E-14	3.1024E+00	7.0243E+02
3.1038E+00	2.0864E-14	3.1038E+00	7.4508E+02
3.1052E+00	2.1983E-14	3.1052E+00	7.8501E+02
3.1066E+00	2.3012E-14	3.1066E+00	8.2177E+02
3.1079E+00	2.3942E-14	3.1079E+00	8.5497E+02
3.1092E+00	2.4763E-14	3.1092E+00	8.8430E+02
3.1105E+00	2.5469E-14	3.1105E+00	9.0950E+02
3.1118E+00	2.6053E-14	3.1118E+00	9.3038E+02
3.1130E+00	2.6514E-14	3.1130E+00	9.4683E+02
3.1142E+00	2.6849E-14	3.1142E+00	9.5879E+02
3.1154E+00	2.7058E-14	3.1154E+00	9.6626E+02
3.1165E+00	2.7143E-14	3.1165E+00	9.6930E+02
3.1177E+00	2.7107E-14	3.1177E+00	9.6803E+02
3.1188E+00	2.6955E-14	3.1188E+00	9.6259E+02
3.1199E+00	2.6692E-14	3.1199E+00	9.5317E+02
3.1209E+00	2.6323E-14	3.1209E+00	9.4002E+02
3.1219E+00	2.5857E-14	3.1219E+00	9.2336E+02
3.1229E+00	2.5300E-14	3.1229E+00	9.0349E+02
3.1239E+00	2.4662E-14	3.1239E+00	8.8069E+02
3.1248E+00	2.3949E-14	3.1248E+00	8.5525E+02
3.1258E+00	2.3172E-14	3.1258E+00	8.2748E+02
3.1267E+00	2.2338E-14	3.1267E+00	7.9770E+02
3.1275E+00	2.1456E-14	3.1275E+00	7.6619E+02
3.1284E+00	2.0534E-14	3.1284E+00	7.3327E+02
3.1292E+00	1.9580E-14	3.1292E+00	6.9921E+02
3.1300E+00	1.8602E-14	3.1300E+00	6.6431E+02
3.1308E+00	1.7609E-14	3.1308E+00	6.2881E+02
3.1315E+00	1.6605E-14	3.1315E+00	5.9298E+02
3.1322E+00	1.5599E-14	3.1322E+00	5.5704E+02
3.1329E+00	1.4596E-14	3.1329E+00	5.2122E+02
3.1336E+00	1.3601E-14	3.1336E+00	4.8571E+02
3.1342E+00	1.2621E-14	3.1342E+00	4.5070E+02
3.1348E+00	1.1659E-14	3.1348E+00	4.1635E+02
3.1354E+00	1.0720E-14	3.1354E+00	3.8282E+02
3.1359E+00	9.8076E-15	3.1359E+00	3.5023E+02
3.1365E+00	8.9250E-15	3.1365E+00	3.1872E+02
3.1370E+00	8.0752E-15	3.1370E+00	2.8837E+02
3.1375E+00	7.2607E-15	3.1375E+00	2.5928E+02
3.1379E+00	6.4837E-15	3.1379E+00	2.3154E+02
3.1383E+00	5.7461E-15	3.1383E+00	2.0520E+02
3.1387E+00	5.0494E-15	3.1387E+00	1.8032E+02
3.1391E+00	4.3949E-15	3.1391E+00	1.5695E+02
3.1395E+00	3.7838E-15	3.1395E+00	1.3512E+02
3.1398E+00	3.2169E-15	3.1398E+00	1.1488E+02
3.1401E+00	2.6949E-15	3.1401E+00	9.6236E+01
3.1403E+00	2.2183E-15	3.1403E+00	7.9216E+01
3.1406E+00	1.7875E-15	3.1406E+00	6.3832E+01
3.1408E+00	1.4028E-15	3.1408E+00	5.0097E+01
3.1410E+00	1.0646E-15	3.1410E+00	3.8016E+01
3.1412E+00	7.7278E-16	3.1412E+00	2.7596E+01
3.1413E+00	5.2759E-16	3.1413E+00	1.8841E+01
3.1414E+00	3.2907E-16	3.1414E+00	1.1751E+01
3.1415E+00	1.7724E-16	3.1415E+00	6.3294E+00
3.1416E+00	7.2120E-17	3.1416E+00	2.5755E+00
3.1416E+00	1.3688E-17	3.1416E+00	4.8880E-01

   5   	H, H (E= 1.99 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
7.6907E-06	1.6924E-17	7.6907E-06	6.0437E-01
4.0522E-05	8.9171E-17	4.0522E-05	3.1844E+00
9.9587E-05	2.1915E-16	9.9587E-05	7.8258E+00
1.8490E-04	4.0687E-16	1.8490E-04	1.4529E+01
2.9646E-04	6.5232E-16	2.9646E-04	2.3295E+01
4.3426E-04	9.5545E-16	4.3426E-04	3.4120E+01
5.9831E-04	1.3162E-15	5.9831E-04	4.7001E+01
7.8859E-04	1.7343E-15	7.8859E-04	6.1934E+01
1.0051E-03	2.2097E-15	1.0051E-03	7.8910E+01
1.2479E-03	2.7420E-15	1.2479E-03	9.7918E+01
1.5169E-03	3.3307E-15	1.5169E-03	1.1894E+02
1.8121E-03	3.9752E-15	1.8121E-03	1.4196E+02
2.1335E-03	4.6748E-15	2.1335E-03	1.6694E+02
2.4811E-03	5.4283E-15	2.4811E-03	1.9385E+02
2.8550E-03	6.2345E-15	2.8550E-03	2.2264E+02
3.2551E-03	7.0917E-15	3.2551E-03	2.5325E+02
3.6813E-03	7.9980E-15	3.6813E-03	2.8561E+02
4.1337E-03	8.9510E-15	4.1337E-03	3.1965E+02
4.6124E-03	9.9480E-15	4.6124E-03	3.5525E+02
5.1171E-03	1.0986E-14	5.1171E-03	3.9231E+02
5.6481E-03	1.2060E-14	5.6481E-03	4.3068E+02
6.2052E-03	1.3167E-14	6.2052E-03	4.7022E+02
6.7885E-03	1.4302E-14	6.7885E-03	5.1074E+02
7.3979E-03	1.5459E-14	7.3979E-03	5.5205E+02
8.0334E-03	1.6632E-14	8.0334E-03	5.9393E+02
8.6950E-03	1.7814E-14	8.6950E-03	6.3614E+02
9.3828E-03	1.8997E-14	9.3828E-03	6.7840E+02
1.0097E-02	2.0174E-14	1.0097E-02	7.2044E+02
1.0837E-02	2.1336E-14	1.0837E-02	7.6193E+02
1.1602E-02	2.2474E-14	1.1602E-02	8.0255E+02
1.2395E-02	2.3577E-14	1.2395E-02	8.4193E+02
1.3213E-02	2.4635E-14	1.3213E-02	8.7973E+02
1.4057E-02	2.5638E-14	1.4057E-02	9.1554E+02
1.4927E-02	2.6574E-14	1.4927E-02	9.4899E+02
1.5823E-02	2.7434E-14	1.5823E-02	9.7968E+02
1.6745E-02	2.8205E-14	1.6745E-02	1.0072E+03
1.7693E-02	2.8876E-14	1.7693E-02	1.0312E+03
1.8667E-02	2.9438E-14	1.8667E-02	1.0513E+03
1.9667E-02	2.9881E-14	1.9667E-02	1.0671E+03
2.0693E-02	3.0195E-14	2.0693E-02	1.0783E+03
2.1745E-02	3.0372E-14	2.1745E-02	1.0846E+03
2.2823E-02	3.0407E-14	2.2823E-02	1.0858E+03
2.3926E-02	3.0293E-14	2.3926E-02	1.0818E+03
2.5056E-02	3.0027E-14	2.5056E-02	1.0723E+03
2.6211E-02	2.9608E-14	2.6211E-02	1.0573E+03
2.7392E-02	2.9036E-14	2.7392E-02	1.0369E+03
2.8599E-02	2.8315E-14	2.8599E-02	1.0111E+03
2.9831E-02	2.7449E-14	2.9831E-02	9.8022E+02
3.1090E-02	2.6448E-14	3.1090E-02	9.4446E+02
3.2374E-02	2.5321E-14	3.2374E-02	9.0422E+02
3.3684E-02	2.4081E-14	3.3684E-02	8.5995E+02
3.5019E-02	2.2745E-14	3.5019E-02	8.1222E+02
3.6380E-02	2.1328E-14	3.6380E-02	7.6165E+02
3.7767E-02	1.9852E-14	3.7767E-02	7.0892E+02
3.9180E-02	1.8336E-14	3.9180E-02	6.5478E+02
4.0618E-02	1.6802E-14	4.0618E-02	6.0001E+02
4.2081E-02	1.5273E-14	4.2081E-02	5.4541E+02
4.3570E-02	1.3771E-14	4.3570E-02	4.9177E+02
4.5085E-02	1.2317E-14	4.5085E-02	4.3986E+02
4.6625E-02	1.0932E-14	4.6625E-02	3.9040E+02
4.8191E-02	9.6342E-15	4.8191E-02	3.4405E+02
4.9782E-02	8.4392E-15	4.9782E-02	3.0137E+02
5.1398E-02	7.3602E-15	5.1398E-02	2.6284E+02
5.3040E-02	6.4069E-15	5.3040E-02	2.2879E+02
5.4708E-02	5.5852E-15	5.4708E-02	1.9945E+02
5.6400E-02	4.8977E-15	5.6400E-02	1.7490E+02
5.8118E-02	4.3429E-15	5.8118E-02	1.5509E+02
5.9861E-02	3.9159E-15	5.9861E-02	1.3984E+02
6.1630E-02	3.6083E-15	6.1630E-02	1.2885E+02
6.3423E-02	3.4090E-15	6.3423E-02	1.2174E+02
6.5242E-02	3.3043E-15	6.5242E-02	1.1800E+02
6.7086E-02	3.2788E-15	6.7086E-02	1.1709E+02
6.8955E-02	3.3159E-15	6.8955E-02	1.1841E+02
7.0849E-02	3.3986E-15	7.0849E-02	1.2136E+02
7.2769E-02	3.5098E-15	7.2769E-02	1.2534E+02
7.4713E-02	3.6336E-15	7.4713E-02	1.2976E+02
7.6682E-02	3.7553E-15	7.6682E-02	1.3410E+02
7.8677E-02	3.8624E-15	7.8677E-02	1.3793E+02
8.0696E-02	3.9447E-15	8.0696E-02	1.4087E+02
8.2740E-02	3.9948E-15	8.2740E-02	1.4266E+02
8.4809E-02	4.0080E-15	8.4809E-02	1.4313E+02
8.6903E-02	3.9828E-15	8.6903E-02	1.4223E+02
8.9021E-02	3.9202E-15	8.9021E-02	1.3999E+02
